id,Machine Failure Pred,Machine Failure Prob
136429,0,0.0022247172651376247
136430,0,0.0010989953434032904
136431,0,0.00270895719873708
136432,0,0.0030878824812120187
136433,0,0.003862456984973503
136434,0,0.0027333867375411718
136435,0,0.0039321627734770145
136436,0,0.005051015200392402
136437,0,0.0010455430134415958
136438,0,0.0012387848967395933
136439,0,0.002514355801423622
136440,0,0.0022066218708056864
136441,0,0.0012283772439427533
136442,0,0.0018886035762989296
136443,0,0.0022097148673162377
136444,0,0.005595412743962199
136445,0,0.0010698074953134963
136446,1,0.9921930062395815
136447,0,0.002466554041110211
136448,0,0.001960552583200295
136449,0,0.0056203564162862945
136450,0,0.004123182474043677
136451,0,0.02048282742728267
136452,0,0.022015417376981847
136453,0,0.0039784007395875474
136454,0,0.0015731263917189604
136455,0,0.0018532619172586802
136456,0,0.007431084160211043
136457,0,0.006570317824301511
136458,0,0.004924729569720424
136459,0,0.0036796319651012867
136460,0,0.0028757063702741126
136461,0,0.0012482439526837943
136462,0,0.017822656480881754
136463,0,0.001801121977757138
136464,0,0.0033891988173307243
136465,0,0.0015466453300373203
136466,0,0.0019682991465998882
136467,0,0.0012956823885346097
136468,0,0.0028891612154559403
136469,0,0.0013978810829023054
136470,0,0.0028557141292260674
136471,0,0.008956008713684451
136472,0,0.0071646632533415204
136473,0,0.0024090565598462806
136474,0,0.0024607577811814113
136475,0,0.0031536798655888362
136476,0,0.00552132574777982
136477,0,0.0024736582022322068
136478,0,0.002127333999163945
136479,0,0.0013534720225252652
136480,0,0.006633179538879689
136481,0,0.0023932874185026353
136482,0,0.03275404312142242
136483,0,0.0031402390916828483
136484,0,0.0010527072428147656
136485,0,0.0014629685834000063
136486,0,0.0025204321777329277
136487,0,0.0014969556018639674
136488,0,0.004290306562392937
136489,0,0.0011515984522599326
136490,0,0.023661399230122535
136491,0,0.003624874931528669
136492,0,0.003079241400384123
136493,0,0.0033875289967067596
136494,0,0.00111334056254885
136495,0,0.0028861391552734922
136496,0,0.004820261207622251
136497,0,0.002110776376253615
136498,0,0.009984552182885499
136499,0,0.0014248254570599027
136500,0,0.000706757140568756
136501,0,0.0016171752896548578
136502,0,0.005279011315911954
136503,0,0.0029821142813796246
136504,0,0.0012811573161291081
136505,0,0.0011404270736420587
136506,0,0.0028220760099678427
136507,0,0.000766543484414244
136508,0,0.0010768901215886977
136509,0,0.003923244445446463
136510,0,0.0016228926422686893
136511,0,0.010369528418705679
136512,0,0.0008962219777299651
136513,0,0.005685221365391496
136514,0,0.0021170599757637013
136515,0,0.002409268556090844
136516,0,0.003633205757941207
136517,0,0.0017545590768336726
136518,0,0.0016680303306349164
136519,0,0.0028823885382414077
136520,0,0.0019486434569911206
136521,0,0.001858995112741698
136522,0,0.003242167784818326
136523,0,0.0012141071154669416
136524,0,0.001349908509927931
136525,0,0.004467328309155935
136526,0,0.005834837605258592
136527,0,0.007416072128780698
136528,0,0.0010141302948991884
136529,0,0.006112898097100779
136530,0,0.0030390820532885713
136531,0,0.0036891984320418
136532,0,0.0037179598374350495
136533,0,0.0029894121771509353
136534,0,0.0005765971074677813
136535,0,0.0028909717339944477
136536,0,0.0023002967652178867
136537,0,0.0009815464823248155
136538,0,0.005844482247687782
136539,0,0.0013415000977974178
136540,0,0.0020262832699136733
136541,0,0.0008464636931889784
136542,0,0.004181762289103237
136543,0,0.007474217876412116
136544,0,0.002286543944240455
136545,0,0.004112404264902595
136546,0,0.000753123927078554
136547,0,0.003218723589745303
136548,0,0.0023643443781319116
136549,0,0.0021185747672478866
