PassengerId,Survived_pred,Survived_prob
892,0,0.2094892386806086
893,1,0.6354604154226002
894,0,0.2827306315793103
895,0,0.14707359067278433
896,1,0.63428109358788
897,0,0.13357665815744693
898,1,0.570630298233862
899,0,0.30078211514389147
900,1,0.5947118434493592
901,0,0.19542051371336827
902,0,0.14707359067278433
903,0,0.2303984443630313
904,1,0.7898246659830983
905,0,0.24943071224113805
906,1,0.6932122774715198
907,1,0.7682227926671547
908,0,0.3216312923032204
909,0,0.19185280767198654
910,1,0.5358306041805321
911,1,0.6276197915324045
912,0,0.33947974266865477
913,0,0.2613485974099785
914,1,0.6462463350028845
915,0,0.2739018030717636
916,1,0.8352855197170459
917,0,0.2524023768802297
918,1,0.8414547865355028
919,0,0.19185280767198654
920,0,0.35118908845531815
921,0,0.27573931831404125
922,0,0.24943071224113805
923,0,0.3076401184401093
924,0,0.4795760880678726
925,0,0.4369073562141425
926,0,0.3456643503145301
927,0,0.19185280767198654
928,0,0.4320295017867545
929,0,0.4047567745140272
930,0,0.14707359067278433
931,0,0.3638643124810602
932,0,0.3789851599239881
933,0,0.34780147696689656
934,0,0.09656538752817012
935,1,0.670651733052571
936,1,0.6932122774715198
937,0,0.14707359067278433
938,0,0.3286120524148453
939,0,0.20670949572576838
940,1,0.7968639613662425
941,1,0.6245826141088815
942,0,0.3414446839574904
943,0,0.23600792708032095
944,1,0.752393464669685
945,1,0.6451286161847658
946,0,0.23600792708032095
947,0,0.11328854865692964
948,0,0.12506232004350754
949,0,0.1845255002469563
950,0,0.2406427359355905
951,1,0.8325782470805281
952,0,0.13357665815744693
953,0,0.2399921672344807
954,0,0.13357665815744693
955,0,0.49476722194568845
956,1,0.660973897643858
957,1,0.6496883639883918
958,0,0.460556695629899
959,0,0.28254912366658574
960,0,0.3911120524148453
961,1,0.6663294757610021
962,0,0.49476722194568845
963,0,0.14707359067278433
964,0,0.4100182311574776
965,0,0.3877244409264237
966,1,0.8325782470805281
967,0,0.3286120524148453
968,0,0.14707359067278433
969,1,0.7221321380986976
970,0,0.2399921672344807
971,0,0.49476722194568845
972,1,0.5482880902170173
973,0,0.36745134306495963
974,0,0.2303984443630313
975,0,0.14707359067278433
976,0,0.2856349851626249
977,0,0.2642863268610498
978,0,0.4959733622965657
979,0,0.4047567745140272
980,1,0.5301838886123552
981,1,0.5306311988664929
982,1,0.5900288365037644
983,0,0.14707359067278433
984,1,0.7939952553259715
985,0,0.14707359067278433
986,0,0.213139153976994
987,0,0.14707359067278433
988,1,0.7140636483228907
989,0,0.12506232004350754
990,0,0.4047567745140272
991,0,0.12506232004350754
992,1,0.8732121948118629
993,0,0.2610431007527165
994,0,0.20670949572576838
995,0,0.14707359067278433
996,1,0.5431000524068388
997,0,0.18987814943102727
998,0,0.16920949572576835
999,0,0.20670949572576838
1000,0,0.14707359067278433
1001,0,0.27526208077307723
1002,0,0.22862630779951174
1003,0,0.4959733622965657
1004,1,0.7972123934219916
1005,0,0.44076722194568846
1006,1,0.7574979917572342
1007,0,0.2642863268610498
1008,0,0.18033448306465666
1009,1,0.7814018231091401
1010,0,0.3286120524148453
1011,1,0.6960549312596778
1012,1,0.6763550306550584
1013,0,0.23953388008830548
1014,1,0.8732121948118629
1015,0,0.12815467175386544
1016,0,0.20670949572576838
1017,1,0.6728229731642422
1018,0,0.14707359067278433
1019,1,0.5261610041113655
1020,0,0.21149523471914328
1021,0,0.14707359067278433
1022,0,0.12506232004350754
1023,0,0.3928977667005596
1024,0,0.42292398326525227
1025,0,0.2029095152668469
1026,0,0.09656538752817012
1027,0,0.14707359067278433
1028,0,0.19185280767198654
1029,0,0.23660455574605913
1030,0,0.4047567745140272
1031,0,0.14464963887693116
1032,0,0.15407774596147222
1033,1,0.7537498001498427
1034,1,0.5290580215400598
1035,0,0.23660455574605913
