PassengerId,Survived_pred,Survived_prob
892,0,0.11066750873857617
893,1,0.6003035957358914
894,0,0.20310920709239305
895,0,0.11071171516868121
896,1,0.6009871153771041
897,0,0.11074156444218763
898,1,0.6003849534921508
899,0,0.2047989898386386
900,1,0.6003332327369697
901,0,0.11153614212819316
902,0,0.11067104128947977
903,0,0.3447455191605962
904,1,0.9153710329696287
905,0,0.20453581612697308
906,1,0.914486320256681
907,1,0.756551033592317
908,0,0.20334154862443926
909,0,0.11063546569246885
910,1,0.6004231995509711
911,1,0.600332689657169
912,0,0.34882291184722003
913,0,0.11042066597550301
914,1,0.8643574971922536
915,0,0.34906523093702635
916,1,0.9276091867059487
917,0,0.11102182727441048
918,1,0.9145202064433823
919,0,0.11063546569246885
920,0,0.4655638014805196
921,0,0.11140425811195179
922,0,0.20453581612697308
923,0,0.2050184932518213
924,1,0.6020576553781121
925,1,0.6024288068344251
926,0,0.3976253969351118
927,0,0.11063568840655506
928,1,0.6004393613105589
929,1,0.6005185507705904
930,0,0.11075615998441754
931,0,0.11327529166430296
932,0,0.11096422051772421
933,0,0.4650341819324533
934,0,0.11066861198711528
935,1,0.7550868890491494
936,1,0.9421692090214527
937,0,0.11067259012671375
938,0,0.46545653045261093
939,0,0.11066330799574071
940,1,0.9151212522917238
941,1,0.6014538803528898
942,0,0.4695215628228357
943,0,0.20357590546600976
944,1,0.7560821458005406
945,1,0.9033739960943014
946,0,0.20362360845254232
947,0,0.11180210720178986
948,0,0.11067104128947977
949,0,0.15026882209994058
950,0,0.11110695851282312
951,1,0.9225934120033942
952,0,0.11067104128947977
953,0,0.2034419639068229
954,0,0.11066330799574071
955,1,0.6003973402808102
956,1,0.514848907603988
957,1,0.7558833138131595
958,1,0.600417277827518
959,0,0.3467447816835252
960,0,0.4653006579376256
961,1,0.9033739960943014
962,1,0.6004005727201897
963,0,0.11067104128947977
964,1,0.6004231995509711
965,0,0.46519115568077735
966,1,0.9206125677634873
967,0,0.48989667710479085
968,0,0.11067922063760935
969,1,0.919119655539123
970,0,0.2033983005521903
971,1,0.6004005727201897
972,0,0.11106150196814196
973,0,0.49128110071524006
974,0,0.3447455191605962
975,0,0.11067104128947977
976,0,0.20319826322810727
977,0,0.11101939123328976
978,1,0.600417277827518
979,1,0.6004393613105589
980,1,0.6004005727201897
981,0,0.2042728937282947
982,1,0.6011954864862689
983,0,0.11066463397271784
984,1,0.8795265715044425
985,0,0.11067922063760935
986,0,0.3447455191605962
987,0,0.11066573719616453
988,1,0.8807628000739676
989,0,0.11067259012671375
990,1,0.6004140454333355
991,0,0.11067922063760935
992,1,0.9142443859181151
993,0,0.20453581612697308
994,0,0.11066330799574071
995,0,0.11066463397271784
996,1,0.6004997009232922
997,0,0.11144938906062794
998,0,0.11066706319862661
999,0,0.11066330799574071
1000,0,0.11071436815217521
1001,0,0.2966378526983145
1002,0,0.2035769976743377
1003,1,0.6004043481983127
1004,1,0.9132350287741504
1005,1,0.6003402280999683
1006,1,0.9210164920339056
1007,0,0.11101939123328976
1008,0,0.11059371373807753
1009,1,0.613479751031316
1010,0,0.47156794536422547
1011,1,0.7563801880282469
1012,1,0.7553608579480584
1013,0,0.11066330799574071
1014,1,0.914341866285215
1015,0,0.11063679137733942
1016,0,0.11066330799574071
1017,1,0.6014797166339453
1018,0,0.11066573719616453
1019,1,0.6024029914101116
1020,0,0.2033983005521903
1021,0,0.11067922063760935
1022,0,0.11067922063760935
1023,0,0.46529562990464907
1024,1,0.6026890847911769
1025,0,0.11059371373807753
1026,0,0.11067104128947977
1027,0,0.11066883475962347
1028,0,0.11063546569246885
1029,0,0.2033983005521903
1030,1,0.6004393613105589
1031,0,0.11275689716658342
1032,1,0.6054516787009673
1033,1,0.8717545810983287
1034,1,0.514848907603988
1035,0,0.20453581612697308
1036,0,0.344812479113533
1037,0,0.11120812604111704
1038,0,0.4684294201504013
1039,0,0.11067922063760935
1040,0,0.344812479113533
1041,0,0.20453581612697308
1042,1,0.9213077869232937
1043,0,0.11067104128947977
1044,0,0.11101939123328976
1045,1,0.600973649144847
1046,0,0.11192324445267315
1047,0,0.11065270068070474
1048,1,0.9210164920339056
1049,1,0.6004140454333355
1050,0,0.4650341819324533
1051,1,0.6011793349964646
1052,1,0.6003984134516539
1053,0,0.11106150196814196
1054,1,0.7551367169915116
1055,0,0.11062353515451602
1056,0,0.2033983005521903
1057,1,0.6022448595062009
1058,0,0.4682460232403438
1059,0,0.11208337488982718
1060,1,0.8641069323170334
1061,1,0.6005573355279106
1062,0,0.11065270068070474
1063,0,0.11063546569246885
1064,0,0.1109899177793072
1065,0,0.11063568840655506
1066,0,0.11192324445267315
1067,1,0.7576688493417014
1068,1,0.7574461439702184
1069,0,0.4689097518156656
1070,1,0.90766260838305
1071,1,0.9154082484324046
1072,0,0.2033983005521903
1073,0,0.4726312262230932
1074,1,0.8795774474979237
1075,0,0.11066330799574071
1076,1,0.8882664668663275
1077,0,0.20366038536483438
1078,1,0.7558833138131595
1079,0,0.11067922063760935
1080,1,0.6083637880765614
1081,0,0.2033983005521903
1082,0,0.20453581612697308
1083,0,0.3447455191605962
1084,0,0.11102182727441048
1085,0,0.20334154862443926
1086,0,0.20510634348864792
1087,0,0.11066883475962347
1088,0,0.49873745082676163
1089,1,0.600403805150824
1090,0,0.2031800884590357
1091,1,0.6004474421083413
1092,1,0.6014022060957591
1093,0,0.11101650846776653
1094,1,0.5104541011327892
1095,1,0.7563801880282469
1096,0,0.2031800884590357
1097,0,0.3447140744583192
1098,1,0.6004005727201897
1099,0,0.2031800884590357
1100,1,0.9130658470857065
1101,0,0.11067104128947977
1102,0,0.11144938906062794
1103,0,0.11062618628781462
1104,0,0.20873225419007185
1105,1,0.7563801880282469
1106,1,0.600403805150824
1107,0,0.46717324362691826
1108,1,0.600417277827518
1109,0,0.3618417806215545
1110,1,0.9206125677634873
1111,0,0.11067922063760935
1112,1,0.7551724194814072
1113,0,0.11067922063760935
1114,1,0.8686520906349406
1115,0,0.11066573719616453
1116,1,0.8640895284899895
1117,1,0.6013693659312509
1118,0,0.11066573719616453
1119,1,0.6004005727201897
1120,0,0.1110537447974677
1121,0,0.2033983005521903
1122,0,0.20797668200286232
1123,1,0.8640328232893815
1124,0,0.11059680423519397
1125,0,0.11067016079458203
1126,0,0.4710363876305332
1127,0,0.11066883475962347
1128,0,0.49129050279898684
1129,0,0.11063546569246885
1130,1,0.7550868890491494
1131,1,0.8820203012028296
1132,1,0.8641069323170334
1133,1,0.756777193463897
1134,0,0.49873745082676163
1135,0,0.11067060104126421
1136,0,0.1114987643383412
1137,0,0.48835531218670947
1138,1,0.7558833138131595
1139,0,0.20510634348864792
1140,1,0.7563801880282469
1141,1,0.6012670930785619
1142,1,0.7565539319441252
1143,0,0.11067259012671375
1144,0,0.4798391158595853
1145,0,0.11074687171724959
1146,0,0.11075615998441754
1147,0,0.11065270068070474
1148,0,0.11066330799574071
1149,0,0.11067922063760935
1150,1,0.7550868890491494
1151,0,0.11066463397271784
1152,0,0.11117616969710274
1153,0,0.11066883475962347
1154,1,0.7560821458005406
1155,1,0.600973649144847
1156,0,0.2033753800847089
1157,0,0.11067104128947977
